Category;Brands;Sub-Brands;Objective;Month;Platform;Tier;KOL Name;Category;Link Post;Followers Number;Actual Spends (IDR);Reach;Views;Likes;Comments;Share;ER;ER Views (%);VR (%);CPV (Rp)
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Kirania aqila p;Lifestyle;https://www.tiktok.com/@serein.raine/video/7657385641453374740?is_from_webapp=1&sender_device=pc;17.400;Rp971.429;115;168;15;8;5;0,16%;16,67%;0,97%;Rp5.782,32
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Awwalani;Lifestyle;https://www.tiktok.com/@awwalanii/video/7658598645280918805?is_from_webapp=1&sender_device=pc;36.600;Rp971.429;59;427;9;0;0;0,02%;2,11%;1,17%;Rp2.275,01
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Jul-26;TikTok;Nano;Michella Janice;Lifestyle;https://www.tiktok.com/@michellajanice/video/7658718078955539732?is_from_webapp=1&sender_device=pc;10.700;Rp971.429;92;92;4;0;0;0,04%;4,35%;0,86%;Rp10.559,01
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Apr-26;TikTok;Micro;Idho Chaniago;Lifestyle;https://vt.tiktok.com/ZS9fxe4NE/;57.400;Rp6.750.000;355.900;690.000;1.443;11;63;2,64%;0,22%;1202,09%;Rp9,78
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Apr-26;TikTok;Micro;Naufal Architect;Lifestyle;https://vt.tiktok.com/ZS95nrDtc/;11.500;Rp9.000.000;15.747;15.747;1.381;125;41;13,45%;9,82%;136,93%;Rp571,54
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Macro;cutfatimahh;Lifestyle;https://vt.tiktok.com/ZSmfvstdX/;470.600;Rp4.950.000;1.300.000;1.409.514;1.514;11;52;0,34%;0,11%;299,51%;Rp3,51
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Macro;itsdoktermuda;Health;https://vt.tiktok.com/ZSmfcJC7M/;211.300;Rp10.725.000;2.800.000;3.504.724;1.555;13;69;0,77%;0,05%;1658,65%;Rp3,06
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;bungalenanta;Lifestyle;https://vt.tiktok.com/ZSmarv4yJ/;34.700;Rp4.950.000;661;281.326;133;2;3;0,40%;0,05%;810,74%;Rp17,60
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;alyssaazka;Lifestyle;https://vt.tiktok.com/ZSmp8KB1y/;27.200;Rp3.135.000;2.500.000;3.200.000;1.182;7;88;4,69%;0,04%;11764,71%;Rp0,98
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;kendrakeisha;Lifestyle;https://vt.tiktok.com/ZSuAoS5bY/;16.000;Rp1.815.000;2.500;2.955;24;0;1;0,16%;0,85%;18,47%;Rp614,21
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;apotekerhack;Health;https://vt.tiktok.com/ZSujDeYq4/;36.300;Rp10.250.000;1.000;1.212;12;0;3;0,04%;1,24%;3,34%;Rp8.457,10
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;swastiyani_sppd;Lifestyle;https://vt.tiktok.com/ZSueyVuRR/;76.800;Rp11.550.000;2.100;2.681;62;4;4;0,09%;2,61%;3,49%;Rp4.308,09
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;dr.deamaulida;Health;https://vt.tiktok.com/ZSmmw8rrF/;29.200;Rp2.557.500;6.500.000;9.600.000;3.183;12;160;11,49%;0,03%;32876,71%;Rp0,27
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Septiana;Lifestyle;https://www.tiktok.com/@septi_gendhis/video/7611402603515137288?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;12.900;Rp950.000;4.400;4.728;308;52;125;3,76%;10,26%;36,65%;Rp200,93
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Agnes;Lifestyle;https://vt.tiktok.com/ZSm3UYjK7/;11.000;Rp950.000;109;124;15;8;3;0,24%;20,97%;1,13%;Rp7.661,29
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Vivi Maqfirati;Lifestyle;https://vt.tiktok.com/ZSmsoDkNt/;15.100;Rp950.000;4.100;4.286;515;0;3;3,43%;12,09%;28,38%;Rp221,65
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Tyas;Lifestyle;https://vt.tiktok.com/ZSm3yjrrx/;13.600;Rp950.000;2.700;3.996;226;63;108;2,92%;9,93%;29,38%;Rp237,74
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Gwynamira;Lifestyle;https://vt.tiktok.com/ZSmoTxKMx/;19.378;Rp950.000;1.900;2.099;90;24;29;0,74%;6,81%;10,83%;Rp452,60
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Meilia Wuryantati;Lifestyle;https://vt.tiktok.com/ZSu86nHuS/;16.200;Rp950.000;1.500;1.756;100;24;5;0,80%;7,35%;10,84%;Rp541,00
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Diah Rosanti;Lifestyle;https://vt.tiktok.com/ZSmosJAEn/;35.000;Rp950.000;2.600;3.451;143;12;24;0,51%;5,19%;9,86%;Rp275,28
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;surya setyaningrum;Lifestyle;https://www.tiktok.com/@tiyhalaras/video/7613978495877696784?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;21.000;Rp950.000;4.600;5.408;589;11;3;2,87%;11,15%;25,75%;Rp175,67
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Nia Kurniasih;Lifestyle;https://vt.tiktok.com/ZSmooedpx/;21.000;Rp950.000;126;1.358;37;30;129;0,93%;14,43%;6,47%;Rp699,56
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Agatha Mulia;Lifestyle;https://vt.tiktok.com/ZSmoUeAyA/;20.900;Rp950.000;5.300;5.951;130;6;5;0,67%;2,37%;28,47%;Rp159,64
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Tika Ryandika;Lifestyle;https://www.tiktok.com/@riandikamiss_/video/7614861440402410773?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;15.100;Rp950.000;1.600;1.696;94;3;23;0,79%;7,08%;11,23%;Rp560,14
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Ratna Dwi Hartanti;Lifestyle;https://www.tiktok.com/@radofamily0504/video/7614052909839289621?is_from_webapp=1&sender_device=pc;22.000;Rp950.000;3.000;3.320;229;51;6;1,30%;8,61%;15,09%;Rp286,14
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Putri Nurwanti;Lifestyle;https://vt.tiktok.com/ZSu1Fx5yn/;10.200;Rp950.000;1.700;2.236;164;90;5;2,54%;11,58%;21,92%;Rp424,87
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Eva Dewi;Lifestyle;https://vt.tiktok.com/ZSmKQhFb6/;17.500;Rp950.000;3.200;3.822;268;44;44;2,03%;9,31%;21,84%;Rp248,56
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Anis trisna;Lifestyle;https://vt.tiktok.com/ZSu8wkc5y/;68.000;Rp950.000;3.500;4.555;336;11;5;0,52%;7,73%;6,70%;Rp208,56
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Dela Yogahara;Lifestyle;https://vt.tiktok.com/ZSmEqt8Kj/;36.600;Rp950.000;2.600;3.354;125;38;2;0,45%;4,92%;9,16%;Rp283,24
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Nuvia Afrah;Lifestyle;https://vt.tiktok.com/ZSmEQaqw8/;31.800;Rp950.000;3.400;5.822;554;10;2;1,78%;9,72%;18,31%;Rp163,17
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Ika Yuli Rahmawati;Lifestyle;https://vt.tiktok.com/ZSmoG5E8b/;10.900;Rp950.000;2.100;2.498;122;5;6;1,22%;5,32%;22,92%;Rp380,30
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Fitria;Lifestyle;https://vt.tiktok.com/ZSmEs7SUo/;38.200;Rp950.000;186;1.300;41;33;10;0,22%;6,46%;3,40%;Rp730,77
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;bunga putri;Lifestyle;https://vt.tiktok.com/ZSmEs7SUo/;11.000;Rp950.000;643;2.092;106;12;4;1,11%;5,83%;19,02%;Rp454,11
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Erfan;Lifestyle;https://vt.tiktok.com/ZSuNeBM9W/;30.500;Rp950.000;28.900;31.785;204;11;23;0,78%;0,75%;104,21%;Rp29,89
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Citra Anggraeni;Lifestyle;https://vt.tiktok.com/ZSuYR1sEp/;10.605;Rp950.000;247;287;8;2;0;0,09%;3,48%;2,71%;Rp3.310,10
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Evita Prasetya;Lifestyle;https://vt.tiktok.com/ZSuFEDspJ/;10.500;Rp950.000;129;154;50;41;4;0,90%;61,69%;1,47%;Rp6.168,83
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Alsya Ika Ameilia;Lifestyle;https://vt.tiktok.com/ZSQMPG6dN/;22.000;Rp1.150.000;4.900;5.124;181;19;10;0,95%;4,10%;23,29%;Rp224,43
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Andi Ratna Maharani;Lifestyle;https://vt.tiktok.com/ZSQM2Wa2y/;12.800;Rp1.150.000;2.900;3.023;202;27;23;1,97%;8,34%;23,62%;Rp380,42
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Shuly Sabillia;Lifestyle;https://vt.tiktok.com/ZSQMCHGDM/;16.800;Rp1.150.000;2.700;2.891;167;13;9;1,13%;6,54%;17,21%;Rp397,79
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Safira majid amani;Lifestyle;https://vt.tiktok.com/ZSQMLg8w5/;12.600;Rp1.150.000;2.100;2.460;139;4;6;1,18%;6,06%;19,52%;Rp467,48
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Oriza sativa;Lifestyle;https://vt.tiktok.com/ZSQrSwTFS/;51.000;Rp1.150.000;2.412;2.413;132;22;7;0,32%;6,67%;4,73%;Rp476,59
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;April hatini;Lifestyle;https://vt.tiktok.com/ZSQMBPmdF/;26.800;Rp1.150.000;2.100;2.127;8;3;108;0,44%;5,59%;7,94%;Rp540,67
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Lisa M;Lifestyle;https://vt.tiktok.com/ZSQhKomUn/;10.800;Rp1.150.000;331;1.121;100;1;5;0,98%;9,46%;10,38%;Rp1.025,87
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;kiky almira;Lifestyle;https://vt.tiktok.com/ZSQMLbg4y/;21.600;Rp1.150.000;720;1.048;7;8;0;0,07%;1,43%;4,85%;Rp1.097,33
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Septiana Ragil;Lifestyle;https://vt.tiktok.com/ZSQh3Sjn3/;16.200;Rp1.150.000;383;818;100;0;1;0,62%;12,35%;5,05%;Rp1.405,87
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Iyos Rosmiati;Lifestyle;https://vt.tiktok.com/ZSQMLxSff/;10.500;Rp1.150.000;451;564;11;1;4;0,15%;2,84%;5,37%;Rp2.039,01
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Desy Ratnasari;Lifestyle;https://vt.tiktok.com/ZSQhv8Bqm/;12.000;Rp1.150.000;112;127;17;10;1;0,23%;22,05%;1,06%;Rp9.055,12
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Lhily Nazaya;Lifestyle;https://vt.tiktok.com/ZS9C8GL2S/;200.000;Rp7.500.000;1.600.000;2.032.408;856;6;20;0,44%;0,04%;1016,20%;Rp3,69
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Idho Chaniago;Lifestyle;https://vt.tiktok.com/ZS9fxe4NE/;57.400;Rp6.750.000;1.600.000;2.891.136;5.018;26;188;9,11%;0,18%;5036,82%;Rp2,33
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Naufal Architect;Lifestyle;https://vt.tiktok.com/ZS95nrDtc/;62.300;Rp9.750.000;12.800;15.747;1.381;125;41;2,48%;9,82%;25,28%;Rp619,17
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;dr Noah Permana;Health;https://vt.tiktok.com/ZS9qTYpdV/;11.500;Rp9.000.000;11.100;11.742;1.040;0;17;9,19%;9,00%;102,10%;Rp766,48
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Cahyani;Lifestyle;https://vt.tiktok.com/ZS9p7UQMX/;45.500;Rp5.250.000;1.300;1.328;23;4;5;0,07%;2,41%;2,92%;Rp3.953,31
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Anjelikush;Lifestyle;https://vt.tiktok.com/ZSxSVEkB7/;37.900;Rp24.600.000;2.600.000;3.564.968;7.415;48;292;20,46%;0,22%;9406,25%;Rp6,90
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Micro;Dika;Lifestyle;https://vt.tiktok.com/ZSxjwXY5d/;11.200;Rp10.000.000;5.700;6.992;128;0;1;1,15%;1,84%;62,43%;Rp1.430,21
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;May-26;TikTok;Nano;Fauzan Nibras;Lifestyle;https://vt.tiktok.com/ZSxq9v8HE/;9.633;Rp4.500.000;1.200;1.388;34;1;5;0,42%;2,88%;14,41%;Rp3.242,07
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Jul-26;TikTok;Micro;chacha peregerin;Lifestyle;https://www.tiktok.com/@oktavianac/video/7668292866896186632;22.284;Rp951.400;205;205;8;1;0;0,04%;4,39%;0,92%;Rp4.640,98
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Jul-26;TikTok;Nano;Utari oktavia;Lifestyle;https://www.tiktok.com/@tarioktaviia/video/7668252703566466324;5.204;Rp951.400;157;157;6;2;1;0,17%;5,73%;3,02%;Rp6.059,87
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Jul-26;TikTok;Nano;Intan Yang;Lifestyle;https://www.tiktok.com/@andramelvino/video/7668311689263172885;9.594;Rp951.400;;Not Available;Not Available;Not Available;Not Available;0,00%;#VALUE!;#VALUE!;#VALUE!
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Jul-26;TikTok;Micro;Dhindi Dicadia;Lifestyle;https://www.tiktok.com/@deendraa/video/7668351012842802453;15.632;Rp951.400;1.912;1.912;336;0;0;2,15%;17,57%;12,23%;Rp497,59
HEALTH SUPPLEMENT;Enervon;Enervon Gold;Consideration;Jul-26;TikTok;Nano;Jauzaa;Lifestyle;https://vt.tiktok.com/ZS4YCCsbm/;1.438;Rp951.400;197;197;7;1;6;0,97%;7,11%;13,70%;Rp4.829,44
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;May-26;TikTok;Micro;kepalakeluarga.id;Parenting;https://www.instagram.com/p/DYhQmoBj5rs/?igsh=YzlhYjk2dXJwODhy;1.100.000;Rp6.000.000;535.497;521.330;305;7;44;0,03%;0,07%;47,39%;Rp11,51
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Apr-26;TikTok;Macro;kei.savourie;Parenting;https://vt.tiktok.com/ZS9y3gNyf/;171.500;Rp28.000.000;689.000;786.000;1.077;4;22;0,64%;0,14%;458,31%;Rp35,62
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Apr-26;TikTok;Mega;sundarindah;Family;https://www.tiktok.com/@sundarindah/video/7631554954813066517;1.000.000;Rp42.000.000;608.600;1.100.495;4.702;79;253;0,50%;0,46%;110,05%;Rp38,16
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Rika Nurlia;Parenting;https://vt.tiktok.com/ZSuFA1LtV/;11.104;Rp930.000;972;1.163;116;2;7;1,13%;10,75%;10,47%;Rp799,66
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Dela riskiana;Parenting;https://vt.tiktok.com/ZSuFwBN16/;15.000;Rp930.000;168;237;258;2;105;2,43%;154,01%;1,58%;Rp3.924,05
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Nurul Fitria Sya'bani;Parenting;https://vt.tiktok.com/ZSmwb5oYc/;2.594;Rp930.000;191;408;148;44;16;8,02%;50,98%;15,73%;Rp2.279,41
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Eva Dewi;Parenting;https://vt.tiktok.com/ZSuLqXEKm/;17.500;Rp930.000;2.800;4.320;182;16;33;1,32%;5,35%;24,69%;Rp215,28
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Sri Asih;Parenting;https://vt.tiktok.com/ZSuDGSvkS/;12.500;Rp930.000;95;116;3;1;0;0,03%;3,45%;0,93%;Rp8.017,24
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Febri Eka;Family;https://vt.tiktok.com/ZSu1ekrqs/;1.153;Rp930.000;118;181;30;27;16;6,33%;40,33%;15,70%;Rp5.138,12
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Stephany;Parenting;https://vt.tiktok.com/ZSuJQT2vv/;13.100;Rp930.000;1.300;1.473;41;14;7;0,47%;4,21%;11,24%;Rp631,36
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Nia Kurniasih;Parenting;https://vt.tiktok.com/ZSur7AQoM/;35.000;Rp930.000;1.600;1.973;89;10;24;0,35%;6,23%;5,64%;Rp471,36
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Disa Muslimahnita;Parenting;https://vt.tiktok.com/ZSujRdQ5L/;11.000;Rp930.000;124;6.229;136;6;155;2,70%;4,77%;56,63%;Rp149,30
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Mepa pradipta;Parenting;https://vt.tiktok.com/ZSuMKQnvF/;15.400;Rp930.000;2.300;2.331;246;12;12;1,75%;11,58%;15,14%;Rp398,97
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Kharisma Iftitah Levyana;Parenting;https://vt.tiktok.com/ZSueHaBnp/;2.625;Rp930.000;452;1.317;10;1;3;0,53%;1,06%;50,17%;Rp706,15
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ika Puji Prihatini;Parenting;https://vt.tiktok.com/ZSuLyn3ng/;12.800;Rp930.000;133;184;18;14;24;0,44%;30,43%;1,44%;Rp5.054,35
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Mauli Safitri;Parenting;https://vt.tiktok.com/ZSuN9mxsD/;2.000;Rp930.000;73;353;61;55;6;6,10%;34,56%;17,65%;Rp2.634,56
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Zahra Athira;Family;https://vt.tiktok.com/ZSukHqJj6/;1.200;Rp930.000;265;406;4;2;1;0,58%;1,72%;33,83%;Rp2.290,64
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Mayda;Parenting;https://vt.tiktok.com/ZSmwn2fvA/;5.732;Rp930.000;93;5.203;141;13;5;2,77%;3,06%;90,77%;Rp178,74
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;lulaluna;Parenting;https://vt.tiktok.com/ZSujWnurg/;4.932;Rp930.000;100;3.859;348;21;131;10,14%;12,96%;78,24%;Rp241,00
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Syarifah;Parenting;https://www.tiktok.com/@syarifha1010/video/7613195558521474322;1.000;Rp930.000;83;197;50;18;4;7,20%;36,55%;19,70%;Rp4.720,81
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Tengku Ulya;Parenting;https://vt.tiktok.com/ZSuNGcRJp/;11.635;Rp930.000;6.200;6.507;449;43;1;4,24%;7,58%;55,93%;Rp142,92
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ratna Riska Yuliana;Parenting;https://vt.tiktok.com/ZSuNB2Y36/;14.600;Rp930.000;121;143;12;2;4;0,12%;12,59%;0,98%;Rp6.503,50
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ingrid ekklessia;Family;https://vt.tiktok.com/ZSmKMs3YH/;4.015;Rp930.000;185;354;50;40;11;2,52%;28,53%;8,82%;Rp2.627,12
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Rani Aryani;Parenting;https://vt.tiktok.com/ZSuRLUD1P/;13.100;Rp930.000;33;10.763;129;26;1;1,19%;1,45%;82,16%;Rp86,41
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ridawana Alifkah;Parenting;https://vt.tiktok.com/ZSu2kmbUk/;2.508;Rp930.000;74;105;10;0;1;0,44%;10,48%;4,19%;Rp8.857,14
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Debby;Parenting;https://vt.tiktok.com/ZSuDc1a6H/;12.800;Rp930.000;24;6.196;18;17;2;0,29%;0,60%;48,41%;Rp150,10
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Nur Zubaidah;Parenting;https://vt.tiktok.com/ZSujdqgSK/;12.900;Rp930.000;632;1.056;41;35;13;0,69%;8,43%;8,19%;Rp880,68
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Dian Ayu Ratnasari;Family;https://vt.tiktok.com/ZSu8rjv6M/;24.200;Rp930.000;150;253;161;45;1;0,86%;81,82%;1,05%;Rp3.675,89
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Tasya;Parenting;https://vt.tiktok.com/ZSuFTsP3V/;6.166;Rp930.000;189;414;30;13;15;0,94%;14,01%;6,71%;Rp2.246,38
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Dwi Ayu Febriyani;Parenting;https://vt.tiktok.com/ZSuhUo6UV/;20.100;Rp930.000;2.000;3.842;183;8;23;1,06%;5,57%;19,11%;Rp242,06
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Dela Yogahara;Parenting;https://vt.tiktok.com/ZSuRABPPg/;36.600;Rp930.000;1.200;1.575;81;30;7;0,32%;7,49%;4,30%;Rp590,48
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Nana Lutfiana;Parenting;https://vt.tiktok.com/ZSuRRWo3b/;8.230;Rp930.000;1.700;2.070;192;60;95;4,22%;16,76%;25,15%;Rp449,28
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Farah Adelia Puspita;Parenting;https://vt.tiktok.com/ZSuR8h771/;10.400;Rp930.000;61;1.117;133;24;9;1,60%;14,86%;10,74%;Rp832,59
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ayu sekar;Parenting;https://vt.tiktok.com/ZSuDcuUPk/;36.000;Rp930.000;4.400;5.121;31;22;4;0,16%;1,11%;14,23%;Rp181,61
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Waluya Ningrum;Family;https://vt.tiktok.com/ZSuhNDH3X/;2.952;Rp930.000;1.300;1.332;93;30;46;5,72%;12,69%;45,12%;Rp698,20
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Ika rizki rahmawati;Parenting;https://vt.tiktok.com/ZSuYUpYAH/;6.300;Rp930.000;1.800;2.135;109;26;3;2,19%;6,46%;33,89%;Rp435,60
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Rindi Surdiana Wati;Parenting;https://vt.tiktok.com/ZSuNDMcYn/;10.700;Rp930.000;142;1.259;100;42;59;1,88%;15,97%;11,77%;Rp738,68
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Meiliana Sirajuddin;Parenting;https://vt.tiktok.com/ZSuFwCU5F/;34.000;Rp930.000;41;110;12;10;15;0,11%;33,64%;0,32%;Rp8.454,55
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Diyniyah;Parenting;https://vt.tiktok.com/ZSuYRSjmd/;1.223;Rp930.000;35;55;4;4;1;0,74%;16,36%;4,50%;Rp16.909,09
HEALTH SUPPLEMENT;Enervon;Enervon Kids Chewtab;Consideration;Mar-26;TikTok;Nano;Desty arminah amiq;Parenting;https://vt.tiktok.com/ZSuLuKGFA/;16.300;Rp930.000;1.900;2.056;63;10;6;0,48%;3,84%;12,61%;Rp452,33
